3.000000e-04 7.299097e+02 1.343309e-06 7.014819e-07 9.929216e-07 2.324923e-09 4.122649e-11 7.535842e-11 -3.369773e-04 -2.561349e-03 -1.064157e-04 -5.153564e-05 2.562848e-08 -1.060271e-09 -8.816056e-09 5.023098e-09 -9.382083e-04 -8.403192e-03 -6.028530e-04 -5.597779e-03 -1.460560e-02 -1.847235e-02 -2.200258e-03 1.105880e-02 1.178692e-06 -9.089711e-07 7.074738e-07 -7.161994e-07 -2.784464e-07 -1.904000e-06 -1.120625e-06 -1.058475e-06 -7.223067e-07 1.925601e-07 4.406460e-08 -2.487563e-07 -3.625272e-08 1.024237e-08 1.875303e-07 -2.336772e-07 2.609226e-07 6.406689e-01
1.300000e-03 2.911022e+03 4.741392e-04 2.494406e-04 3.520539e-04 8.173787e-07 1.457812e-08 2.663466e-08 -5.881690e-02 -1.817778e-01 -7.971473e-03 -3.861527e-03 9.005632e-06 -3.686359e-07 -3.096708e-06 1.749857e-06 -1.700264e-02 -1.573137e-01 -1.167657e-02 -1.043307e-01 -2.727726e-01 -3.441026e-01 -4.083957e-02 3.368332e-01 1.397960e-03 -1.131545e-03 7.494780e-04 -8.950045e-04 -4.170632e-04 -2.150821e-03 -1.262776e-03 -1.204323e-03 -8.151703e-04 2.479484e-04 8.146969e-05 -9.175179e-05 -4.092949e-05 -1.592151e-06 3.910355e-05 -6.089369e-06 2.986193e-05 6.406689e-01
2.300000e-03 4.832993e+03 5.290398e-03 3.953888e-03 6.803145e-03 7.956143e-06 1.437615e-07 2.623621e-07 -3.066250e-01 -9.422775e-01 -4.145079e-02 -2.009143e-02 8.755322e-05 -3.499940e-06 -3.007943e-05 1.668228e-05 -4.971700e-02 -4.869262e-01 -3.652116e-02 -3.201888e-01 -8.501970e-01 -1.063242e+00 -1.275927e-01 1.642242e+00 1.999519e-02 -1.643965e-02 9.986071e-03 -1.323381e-02 -6.174640e-03 -2.827339e-02 -1.658266e-02 -1.591962e-02 -1.067664e-02 4.458780e-03 1.110862e-03 -1.000576e-03 -5.109039e-04 1.912764e-04 5.979696e-04 -6.281916e-06 2.521409e-04 6.406689e-01
3.300000e-03 6.519679e+03 1.797278e-02 1.164711e-02 2.882110e-02 3.337466e-05 6.153224e-07 1.121033e-06 -8.473704e-01 -2.600148e+00 -1.351362e-01 -5.589425e-02 3.665808e-04 -1.413194e-05 -1.257518e-04 6.773102e-05 -9.198919e-02 -9.860932e-01 -7.538943e-02 -6.420875e-01 -1.739121e+00 -2.151086e+00 -2.619359e-01 4.467560e+00 9.694662e-02 -8.456249e-02 4.553282e-02 -6.887218e-02 -3.529182e-02 -1.319598e-01 -7.693492e-02 -7.403246e-02 -4.939873e-02 2.323028e-02 5.644103e-03 -3.180479e-03 -1.890965e-03 2.654389e-03 3.210337e-03 4.028434e-05 1.480845e-03 6.406689e-01
4.300000e-03 7.991528e+03 5.565367e-02 4.612250e-02 7.076871e-02 9.489761e-05 1.797659e-06 3.267641e-06 -1.761852e+00 -5.378925e+00 -2.190027e-01 -1.096066e-01 1.039689e-03 -3.820651e-05 -3.558455e-04 1.841144e-04 -1.345093e-01 -1.639591e+00 -1.291166e-01 -1.056808e+00 -2.929356e+00 -3.576333e+00 -4.431934e-01 9.163713e+00 2.918651e-01 -2.695610e-01 1.219759e-01 -2.215916e-01 -1.209244e-01 -3.822152e-01 -2.219656e-01 -2.143618e-01 -1.421206e-01 7.497095e-02 1.746827e-02 -5.892055e-03 -4.313311e-03 9.223408e-03 1.922224e-02 1.602254e-04 5.116649e-03 6.406689e-01
5.300000e-03 9.269137e+03 1.639266e-01 1.137821e-01 1.527985e-01 2.152687e-04 4.218558e-06 7.646345e-06 -3.104015e+00 -9.417585e+00 -3.566901e-01 -1.984702e-01 2.350693e-03 -8.152529e-05 -8.019380e-04 3.940440e-04 -1.662893e-01 -2.429378e+00 -1.988860e-01 -1.550993e+00 -4.407543e+00 -5.304620e+00 -6.705713e-01 1.594235e+01 6.653692e-01 -6.515114e-01 2.422560e-01 -5.403116e-01 -3.117714e-01 -8.435072e-01 -4.878046e-01 -4.726523e-01 -3.113839e-01 1.837568e-01 4.085916e-02 -5.694756e-03 -7.252309e-03 2.435348e-02 2.626731e-02 4.648734e-04 1.339121e-02 6.406689e-01
6.300000e-03 1.037133e+04 3.202715e-01 2.236612e-01 2.877479e-01 4.209641e-04 8.590103e-06 1.551791e-05 -4.905708e+00 -1.486290e+01 -5.796630e-01 -2.836173e-01 4.578602e-03 -1.487863e-04 -1.554933e-03 7.166551e-04 -1.758248e-01 -3.335782e+00 -2.862711e-01 -2.111738e+00 -6.158689e+00 -7.300271e+00 -9.431592e-01 2.492300e+01 1.273947e+00 -1.315873e+00 3.918051e-01 -1.099426e+00 -6.657728e-01 -1.561240e+00 -8.987843e-01 -8.736139e-01 -5.716515e-01 3.753868e-01 7.943093e-02 2.259334e-03 -1.010982e-02 5.266775e-02 5.594782e-02 1.110759e-03 2.939947e-02 6.406689e-01
7.300000e-03 1.131631e+04 5.563316e-01 3.745486e-01 4.874042e-01 7.408620e-04 1.584095e-05 2.850733e-05 -7.187429e+00 -2.151553e+01 -8.522594e-01 -4.088921e-01 8.020160e-03 -2.434785e-04 -2.706970e-03 1.154080e-03 -1.513050e-01 -4.338146e+00 -3.930539e-01 -2.727281e+00 -8.166939e+00 -9.529557e+00 -1.260047e+00 3.604836e+01 2.154792e+00 -2.342599e+00 5.393468e-01 -1.969649e+00 -1.242660e+00 -2.556596e+00 -1.464549e+00 -1.427845e+00 -9.275526e-01 6.740899e-01 1.354171e-01 2.289690e-02 -1.277886e-02 1.007673e-01 1.053847e-01 2.325759e-03 5.678734e-02 6.406689e-01
8.300000e-03 1.211912e+04 8.823384e-01 6.349796e-01 7.625639e-01 1.204811e-03 2.715550e-05 4.866108e-05 -9.954391e+00 -2.957744e+01 -1.202999e+00 -5.566907e-01 1.297228e-02 -3.692121e-04 -4.342510e-03 1.684689e-03 -8.128645e-02 -5.415736e+00 -5.210061e-01 -3.387225e+00 -1.041533e+01 -1.195928e+01 -1.620236e+00 4.916613e+01 3.329612e+00 -3.797838e+00 6.447921e-01 -3.209997e+00 -2.097177e+00 -3.828748e+00 -2.181923e+00 -2.133264e+00 -1.375024e+00 1.102173e+00 2.093365e-01 6.009666e-02 -1.620988e-02 1.754820e-01 1.811337e-01 4.469851e-03 9.986741e-02 6.406689e-01
9.300000e-03 1.279322e+04 1.374547e+00 9.741320e-01 1.136012e+00 1.842279e-03 4.401827e-05 7.851322e-05 -1.320346e+01 -3.892177e+01 -1.587546e+00 -7.070392e-01 1.971615e-02 -5.326980e-04 -6.529233e-03 2.258163e-03 4.503109e-02 -6.548132e+00 -6.717828e-01 -4.082199e+00 -1.288645e+01 -1.455907e+01 -2.022776e+00 6.455747e+01 4.806411e+00 -5.728802e+00 6.694713e-01 -4.863409e+00 -3.271617e+00 -5.360385e+00 -3.037832e+00 -2.977579e+00 -1.903891e+00 1.677716e+00 2.998206e-01 1.155618e-01 -2.264232e-02 2.842862e-01 2.904862e-01 8.559908e-03 1.633527e-01 6.406689e-01
